company,claim_text,confidence
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,Our Purpose Growing value through a dynamic portfolio and disciplined capital allocation To power progress together by providing more and cleaner energy solutions Respecting Nature,0.916
Shell,Two Committee members also visited the Olympus offshore platform in the US Gulf of Mexico to review safety and sustainability performance.,0.917
Shell,Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.925
Shell,"Powering lives oil and gas data Performance overview Performance in 2023 74 g CO e MJ 31% 2 net carbon intensity, which reduction in our total 2022 2.0 measures the life-cycle combined Scope 1 and 2 serious injuries and emissions intensity of the absolute greenhouse gas fatalities per 100 million portfolio of energy emissions compared with working hours.",0.925
Shell,approach to safety Delivering our climate See Delivering our climate targets targets 63 2022 66 litres of biofuels went into public electric vehicle operational process safety Shell s petrol and diesel charge points operated by Tier 1 and 2 events.,0.94
Shell,"See Supply chain Diversity, equity and investment inclusion 83% 295,000 120,000 2022 78,300 spent on goods and formal training days for students participated in services from suppliers employees and joint- NXplorers, our flagship based in the same country venture partners.",0.931
Shell,B Including around 3.4 billion litres through our Raízen joint venture.,0.943
Shell,"We assessed our performance using three metrics selling lower-carbon products the proportion of adjusted earnings in our Marketing segment coming from lower-carbon energy products (on a life-cycle basis), as well as non-energy products and convenience retail reducing our operational emissions greenhouse gas abatement projects that reduce our Scope 1 and 2 operational emissions and partnering to decarbonise progress in rolling out electric vehicle charge points.",0.954
Shell,"The annual bonus scorecard continued to include a customer excellence measure (10% weighting), highlighting the importance of building stronger customer relationships in the energy transition.",0.941
Shell,The scorecard also continued to include safety performance (15% weighting).,0.931
Shell,"In 2023, a proportion of the Long-term Incentive Plan, applicable to Executive Directors and around 150 other senior executives, was linked to Shell s journey in the energy transition (25% weighting), including a target to reduce the net carbon intensity of our energy products by 9 13% Read more about remuneration in our 2023 Annual Report.",0.924
Shell,Annual bonus scorecard architecture 2023 Long-term Incentive Plan performance conditions 2023,0.918
Shell,d Shell s journey in the energy transition (25%) customer excellence 10%),0.935
Shell,"c Shell s journey in the energy transition Performance against the relative performance (Selling lower-carbon products 5%, conditions is assessed against other energy majors reducing operational emissions 5%, (bp, Chevron, Exxon Mobil and Total Energies).",0.937
Shell,Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.925
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,Clearer information on the key challenges faced by Shell in achieving its respecting nature targets.,0.934
Shell,The environmental challenges associated with wind and solar activities.,0.929
Shell,Business ethics and transparency 14 Safety 10 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell,0.903
Shell,"In 2023, we offered training to 131 third-party organisations in 16 countries.",0.945
Shell,"In 2023 there were 2,134 254 reports to the Shell Global Helpline confirmed breaches of the Code of Conduct 278 66 employees or contractor staff subject to people dismissed disciplinary action Shell Performance Framework",0.935
Shell,"In 2023, we notified a number of data privacy regulators of personal data breaches.",0.911
Shell,"Powering lives oil and gas data In the EU, Shell s reported estimated annual costs related to activities covered by the register were 4,000,000 to 4,500,000 in 2023 A .",0.92
Shell,"In 2023, we continued to advocate our policy positions on climate and the energy transition.",0.935
Shell,"In the EU, Shell advocated policies to enable commercial investments in the energy transition, notably the creation of demand for low-carbon solutions.",0.94
Shell,"We supported the Fit for 55 package, including binding targets for the use of renewable hydrogen and advanced biofuels.",0.957
Shell,We supported policies to accelerate the electrification of road transport and frameworks that help the business case for carbon abatement and removal.,0.945
Shell,"In the USA, we advocated the full implementation of the Infrastructure Investment and Jobs Act of 2021 and the Inflation Reduction Act of 2022.",0.941
Shell,"In March 2024, we updated ourglobal climate and energy transition policy positions, which we believe support the energy transition and the Paris Agreement as we transform our business.",0.935
Shell,We plan to publish our next Climate and Energy Transition Lobbying Report in April 2024.,0.936
Shell,"In 2023, our taxes paid and collected excise duties, sales taxes and similar levies on our fuel and other products on behalf of governments A .",0.935
Shell,"We also made other payments to governments, including 11 billion inproduction entitlements, 2 billion infeesand 47 million inbonuses.",0.951
Shell,Our multi-year process of refreshing our approach to safety for all employees and contractors started in 2020.,0.951
Shell,"In 2023, we achieved safe construction, commissioning and start-up of a floating production unit (FPU) for the Shell-operated Vito field (Shell interest 63.1%) in the US Gulf of Mexico.",0.948
Shell,"The fabrication of another FPU, Whale (Shell interest 60%) in the Gulf of Mexico, was completed in 2023 after 12 millionhours without fatality or serious injury.",0.941
Shell,Sustainability at Achieving net-zero Sustainability in Our performance Shell Our values emissions Respecting nature,0.929
Shell,"Powering lives oil and gas data In 2023, senior executives from Shell s 23 major global contractors joined Shell executives in Norway for our annual Contractor Safety Leadership workshop.",0.919
Shell,"An additional contractor colleague who was injured in 2023, succumbed to their injuries in February 2024.",0.934
Shell,"One contractor colleague in Malaysia died during scaffolding work, and one in the Philippines died after a fall from height.",0.912
Shell,"Two contractor colleagues in Nigeria died in a security incident, along with four government security agents.",0.935
Shell,"In Nigeria, another contractor colleague injured in a tugboat fire incident later passed away.",0.92
Shell,The number of serious injuries and fatalities increased to 12 (five fatalities A and seven serious injury cases) in 2023 from nine in 2022.,0.95
Shell,"In 2023, the SIF-F was 2.6 injuries and illnesses per 100 millionworking hours, compared with 2.0 in 2022.",0.916
Shell,"In 2023, the number of injuries per million working hours the total recordable case frequency was 1.1, an increase from 1.0 in 2022.",0.946
Shell,The level of injuries that led to time off work in 2023 increased to 0.5 cases per million hours compared with 0.4 in 2022.,0.955
Shell,The number of Tier 1 and 2 operational process safety events in 2023 decreased slightly compared with 2022.,0.95
Shell,There were 63 events reported during the year compared with 66 in 2022.,0.922
Shell,"This sets a new record for Shell, confirming our top-tier performance in the industry.",0.917
Shell,"The decrease was in our Downstream, Renewables and Energy Solutions business, due to improvements in work processes and using data to enhance safety planning.",0.944
Shell,"In 2023, we held four large-scale emergency response exercises at certain assets we operate in Trinidad and Tobago, Singapore, the UK and the USA.",0.938
Shell,"We also supported one large-scale emergency response exercise at an asset in Argentina, owned and operated by Raízen, one of our joint ventures (Shell interest 44%).",0.946
Shell,"In 2023, there were 70 operational spills of more than 100 kilograms compared with 55 in 2022.",0.941
Shell,"The volume of operational spills of oil and oil In 2023, there were no Level 1 or Level 2 well-control incidents at Shell-operated ventures.",0.945
Shell,"Powering lives oil and gas data In 2023, 140 spills were caused by sabotage, compared with 75 in 2022.",0.951
Shell,"In 2023, the Shell Petroleum Development Company of Nigeria Limited (SPDC), as operator of the SPDC joint venture (JV, Shell interest 30%) A , reported nine operational spill incidents of more than 100 kilograms of crude oil, compared with the 10 reported in 2022.",0.939
Shell,"Spills caused by sabotage In 2023, about 94% of the oil spills of more than 100 kilograms from the SPDC-operated facilities were caused by the illegal activities of third parties.",0.943
Shell,"In 2023, the volume of crude oil spills of more than 100 kilograms caused by sabotage was around 1.4 thousand tonnes (139 incidents), The increased number of incidents in 2023 can be directly attributed to an increase in third-party illegal connections to pipelines, with 119 incidents reported in 2023 compared with 56 in 2022.",0.93
Shell,"Spill response and prevention in Nigeria Spills in 2023 Clean-up Prevention Number of operational spills 9 Average days before joint investigation Illegal theft points removed 675 in 2023, from six days in 2016 Number of spills caused by third-party Average days to complete the recovery of Steel cages installed to protect wellheads interference and other illegal activities 139, surface oil around one week in 2023, 374 as of December 31,2023 94% of the total improved from 13 days in 2016 Volume of spills caused by third-party Number of sites remediated 194 in 2023, Breaches of steel cages in 2023 38 out of interference and other illegal activities less 970 in total since 2016 508 attempts 18 Shell Sustainability Report 2023 Sustainability at Achieving net-zero Sustainability in Our performance Shell",0.906
Shell,"Powering lives oil and gas data Prevention In 2023, SPDC continued on-ground surveillance of its areas of operation, including its pipeline network, to mitigate third-party interference and ensure that spills are detected and responded to as quickly as possible.",0.948
Shell,"In 2023, 60 new steel cages were installed around critical infrastructure nodes, bringing the total number of cages installed to 374.",0.941
Shell,"In 2023, around 54 kilometres of pipelines and flow lines were replaced.",0.953
Shell,"In 2023, the time that SPDC needed to complete the recovery of free-phase oil oil that forms a separate layer and is not mixed with water or soil remained at around one week.",0.935
Shell,"In January 2024, Shell announced the sale of SPDC.",0.917
Shell,"Road safety In 2023, Shell employees and contractors drove around 464 millionkilometres on work-related business.",0.956
Shell,"In 2023, about 30,600 Shell employees and contractors were identified as driving on work-related business, and therefore required defensive driver training (DDT).",0.927
Shell,"In 2023, we launched an internal virtual DDT course to align better with industry partners approaches.",0.934
Shell,"By the end of 2023, we had installed active fatigue and distraction detection (AFDD) devices in around 3,380 vehicles operated by Shell or our contractors in countries where road transport risks are highest.",0.928
Shell,"In 2024, we will continue to install AFDD devices in vehicles operated by Shell, including both contractor and Shell-owned vehicles.",0.906
Shell,"Safety at sea At the end of 2023, we managed and operated a global fleet of 25 tankers, liquefied natural gas carriers and the world s first liquefied hydrogen carrier, the Suiso Frontier.",0.941
Shell,"In 2023, we held 20 workshops on applying cause and effect analysis in incident investigations.",0.938
Shell,"Air safety In 2023, for Shell-operated ventures, our owned and contracted aircraft flew more than 38,000 hours and safely carried Shell employees and contractors on more than 281,000 passenger journeys to destinations across the world.",0.943
Shell,"In addition, remotely piloted aircraft safely completed almost 3,400 flight hours on surveys, inspections, emissions surveillance, and security and incident response.",0.949
Shell,"In 2023, we carried out more than 900 risk assessments for products and additives.",0.948
Shell,"We also published and distributed around 170,000 safety data sheets to customers in about 180 countries.",0.927
Shell,Energy transition 27 Managing greenhouse gas emissions 34 Providing lower-carbon electricity 37,0.933
Shell,Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Energy transition Our journey to net zero Emissions from our own operations (Scope 1 and 2) Eliminate routine flaring from Upstream operations by 2025 C .,0.925
Shell,Maintain methane emissions intensity below 0.2% and achieve near-zero methane emissions by 2030 D .,0.947
Shell,"E Customer emissions from the use of our oil products (Scope 3, Category 11) were 517 million tonnes carbon dioxide equivalent (CO 2 e) in 2023 and 569 million tonnes CO 2 e in 2021.",0.946
Shell,Our target is to become a net-zero emissions energy business by 2050.,0.924
Shell,"In October 2021, in support of our 2050 net-zero emissions target, we set a target to reduce Scope 1 and 2 absolute emissions from assets and we had achieved more than 60% of our target (see Delivering our climate targets).",0.946
Shell,"In March 2024, we published our Energy Transition Strategy 2024, in which we take stock of our progress since launching our Powering Progress strategy in 2021 and look forward as we transform Shell into a net-zero emissions energy business by 2050.",0.92
Shell,"In March 2024, we updated ourglobal climate and energy transition policy positions.",0.947
Shell,"Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data We signed up to the Oil and Gas Decarbonization Charter announced at COP28 in 2023, within which organisations have pledged to achieve near-zero methane emissions by 2030 and zero routine flaring by no later than 2030.",0.939
Shell,"We also intend to contribute to the World Bank s Global Flaring and Methane Reduction Fund, which was launched at COP28.",0.918
Shell,"As we work to deliver more value with less emissions, we are focusing on natural gas, particularly LNG continuing the transformation of select integrated refineries into energy and chemicals parks biofuels and developing low-carbon products and solutions for our customers.",0.903
Shell,Shell home energy retail divestment Mero-2 start-up India Sprng Energy investment funnel Brazil Mero-3 Cross Wind HKN Mero-4 HEFA Biofuels Plant Rotterdam Netherlands Malaysia Marjoram Rosmari Holland Hydrogen,0.907
Shell,"In 2023, we invested 7.9 billionin low-carbon energy and non-energy products, around a third of our total cash capital expenditure A of 24.4 billion.",0.954
Shell,"Of this, we invested 5.6 billionin low-carbon energy solutions including biofuels, hydrogen, charging for electric vehicles, wind and solar power, an increase of 30% compared with the previous year.",0.955
Shell,"The remaining 2.3 billionwas invested in non-energy products such as chemicals, lubricants and convenience retail.",0.946
Shell,Our investment in non-energy products decreased by 41% compared with 2022 due to the completion of Shell Polymers Monaca in 2022 and greater inorganic expansion in our lubricants and convenience retailing businesses in 2022.,0.955
Shell,Investing in the energy transition Total cash capital expenditure of 24.4 billionin 2023,0.952
Shell,"Absolute emissions reduction performance In October 2021, in support of our 2050 net-zero emissions target, we set a target to reduce Scope 1 and 2 absolute emissions from assets and activities under our operational control (including divestments) by 50% by 2030, compared with 2016 levels on a net basis.",0.937
Shell,"In 2023, our total combined Scope 1 and 2 absolute greenhouse gas emissions (from assets and activities under our operational control) were 57 milliontonnes on a CO 2 equivalent basis, a 2% reduction compared with 2022 and a 31% reduction compared with 2016, the base year for our target.",0.944
Shell,"Our Scope 3 emissions associated with our energy product sales were 1,147 milliontonnes of CO 2 equivalent, compared with 1,174 million tonnes of CO 2 equivalent in 2022.",0.957
Shell,"In March 2024, we set an ambition to reduce customer emissions related to the use of our oil products by 15 20% by 2030, compared with 2021 (Scope 3, Category 11) B .",0.942
Shell,"B Customer emissions from the use of our oil products (Scope 3, Category 11) were 517 million tonnes carbon dioxide equivalent (CO 2 e) in 2023 and 569 million tonnes CO 2 e in 2021.",0.946
Shell,We have estimated the overall uncertainty for our direct greenhouse gas emissions to be around 4% for 2023.,0.901
Shell,D We estimated the uncertainty of our 2023 Scope 2 greenhouse gas emissions from the market-based method to be around 8%.,0.946
Shell,We undertake external verification of our greenhouse gas emissions annually.,0.913
Shell,Our Scope 1 and 2 greenhouse gas emissions from assets and activities under our operational control and the emissions associated with the use of our energy products (Scope 3) included in our net carbon intensity have been verified to a level of limited assurance by LRQA.,0.903
Shell,This has led to an update to our net carbon intensity target.,0.933
Shell,"As a result, we are now targeting a 15 20% reduction in the net carbon intensity of the energy products we sell by 2030, compared with 2016, against 20% previously.",0.919
Shell,"In 2023, Shell s net carbon intensity was 74 grams of carbon dioxide equivalent per megajoule of energy (g CO 2 e MJ), a 2.6% decrease from the previous year and a 6.3% reduction compared with 2016, the base year.",0.948
Shell,The decrease in our net carbon intensity in 2023 was mainly achieved through a reduction in the average intensity of power sold and the use of carbon credits.,0.953
Shell,The power intensity reduction was driven mainly by progress in grid decarbonisation in key markets such as the USA and Europe and partly by increased sales of renewable power including the retirement of renewable energy certificates.,0.941
Shell,"The carbon credits we retired in 2023 amounted to 20 million tonnes of emission offsets, compared with 4.1 million tonnes that were included in our 2022 net carbon intensity.",0.957
Shell,"Of the carbon credit retirements included in Shell s net carbon intensity metric for 2023, 85% were certified by We undertake external verification of our net carbon intensity annually, and we have received third-party limited assurance on our net carbon intensity for the period 2016 to 2023 by LRQA.",0.939
Shell,"Our Scope 3 emissions associated with our energy products sales were 1,147 milliontonnes of CO 2 equivalent, compared with Our direct greenhouse gas emissions (Scope 1, operational control boundary) decreased from 51 milliontonnes of CO 2 equivalent in 2022 to 50 milliontonnes of CO 2 equivalent in 2023.",0.954
Shell,Direct greenhouse gas emissions Million tonnes,0.943
Shell,"The reduction was achieved by divestments in 2022 (including the Deer Park and Mobile refineries in the USA and Shell-operated upstream assets in Tunisia and the Philippines) the handover of operations at OML 11 in Nigeria in 2022 reduced flaring at assets, including the Shell Nigeria Exploration and Production Company (SNEPCo) and greenhouse gas abatement projects and the purchase of renewable electricity.",0.951
Shell,"These decreases were partly offset by bringing more units online at Shell Polymers Monaca, our new polyethylene production facility in the USA, and higher emissions due to maintenance activities at our Pearl GTL gas-to-liquids facility in Qatar and a shutdown of our Prelude floating liquefied natural gas facility in Australia in 2022.",0.949
Shell,"In 2023, we implemented a variety of measures to reduce the energy use and increase the energy efficiency of our operations.",0.926
Shell,"Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Drivers of absolute Scope 1 and 2 emissions change a Emissions A d Reduction activities and purchased renewable electricity B C D E b Acquisitions e Change in output F c Divestments f Other A Total Scope 1 and Scope 2 emissions, rounded to the nearest million tonnes.",0.945
Shell,Scope 2 emissions were calculated using the market-based method.,0.922
Shell,C Excludes 6.8 milliontonnes of CO 2 captured and sequestered by the Shell-operated Quest CCS facility in Canada between 2016 and 2022.,0.909
Shell,D Excludes 1.0 milliontonnes of CO 2 captured and sequestered by the Shell-operated Quest CCS facility in Canada in 2023.,0.935
Shell,"E Of the 1,081 thousand tonnes of reduction activities and purchased renewable electricity in 2023, around 200 thousand tonnes related to purchased renewable electricity.",0.948
Shell,"Our indirect greenhouse gas emissions associated with imported energy (Scope 2, operational control boundary) remained flat at 7 million tonnes of CO 2 equivalent in 2023 (using the market-based method), compared with 2022.",0.954
Shell,"The refinery energy intensity index increased from 95.6 in 2022 to 98.7 in 2023, in part due to lower utilisation at several sites.",0.954
Shell,Energy intensity refining Refinery Energy Index,0.906
Shell,"Chemical steam cracker energy intensity in 2023 was 20.3 gigajoules per tonne (GJ tonne) of high-value chemical(HVC) production, up from 19.3 GJ tonne HVC in 2022.",0.951
Shell,28 Shell Sustainability Report 2023 Sustainability at Achieving net-,0.901
Shell,Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Energy intensity chemical plants Chemical energy intensity gigajoules per tonne of production 30 15 0,0.931
Shell,"In 2023, the overall energy intensity for the production of oil and gas in our Integrated Gas and Upstream business (excluding liquefied natural Energy intensity upstream (Excl. liquefied natural gas and gas-to-liquids) gigajoules per tonne of production 2 1 0",0.931
Shell,Our standards and policies More on Shell websites Our approach Our climate target Our climate target frequently asked questions Methane emissions Maintain methane emissions intensity of Shell-operated oil and gas assets (including liquefied natural gas) to below 0.2% and achieve near-zero methane emissions by 2030.,0.935
Shell,Our target is to maintain methane emissions intensity of Shell-operated oil and gas assets (including liquefied natural gas) to below 0.2% and achieve near-zero methane emissions by 2030.,0.933
Shell,"In 2023, we again met our target to keep methane emissions intensity below 0.2%.",0.953
Shell,Our methane emissions intensity averaged 0.05% for Methane emissions Thousand tonnes 150 100 50 0 29 Shell Sustainability Report 2023,0.953
Shell,Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data Methane emissions by source in 2023 Percentage 11% 12%,0.925
Shell,"d Combustion 24% In 2023, Shell s total methane emissions were 41 thousand tonnes compared with 40 thousand tonnes in 2022.",0.955
Shell,"The increase was due to venting (which includes maintenance at our Prelude floating LNG facility, Australia and operational issues at Sarawak Shell Berhad, Malaysia) and higher reported emissions from integrated gas assets in Canada resulting from the adoption of enhanced source level measurements in line with Oil and Gas Methane Partnership (OGMP) reporting requirements.",0.93
Shell,Methane emissions were around 2% of Shell s greenhouse gas emissions on a CO 2 equivalent basis in 2023.,0.954
Shell,More than 65% of our reported methane emissions in 2023 came from flaring and venting in our upstream and midstream operations.,0.949
Shell,Methane reduction at Shell-operated and non-operated sites We continue to reduce methane emission sources across Shell-operated assets.,0.948
Shell,"By the end of 2023, around 80% of fugitive emission sources at our operated oil, gas and liquified natural gas production facilities used leak detection and repair programmes to tackle leaks and monitor equipment.",0.948
Shell,"At our QGC natural gas project in Australia, for instance, we have reduced methane emissions from gas dehydration facilities by around 2,800 tonnes since 2017.",0.929
Shell,Many of our non-operated venture partners became signatories to the OGMP programme in 2023.,0.925
Shell,"In 2023, we were awarded Gold Standard status for our OGMP 2.0 reporting for the third consecutive year.",0.944
Shell,"In 2023, members of the MGP, including Shell, started to engage with governments and companies in 20 countries, informing them about methane policies and regulations and sharing best practice on methane emissions reduction along the gas value chain.",0.91
Shell,"We intend to contribute to the World Bank s Global Flaring and Methane Reduction Fund to help finance methane emissions detection, quantification and abatement projects in low- and middle-income countries.",0.915
Shell,Shell also signed the Oil and Gas Decarbonization Charter that was launched at COP28 in 2023.,0.953
Shell,Powering lives oil and gas data Flaring Eliminating routine flaring from Upstream operations by 2025 A .,0.95
Shell,"We have set a target to eliminate routine flaring from our Upstream operations by 2025 A , challenging ourselves to move faster than the World Bank s Zero Routine Flaring by 2030 initiative, to which we are a signatory.",0.903
Shell,A Subject to the completion ofthe sale of Shell Petroleum Development Company Limited(SPDC).,0.901
Shell,"We signed up to the Oil and Gas Decarbonization Charter announced at COP28, within which organisations have pledged to achieve near- zero methane emissions by 2030 and zero routine flaring by 2030.",0.95
Shell,"We also intend to contribute to the World Bank s Global Flaring and Methane Reduction Fund, which was launched at COP28.",0.918
Shell,Flaring performance Flaring of gas in our Integrated Gas and Upstream business contributed around 6% of our overall direct greenhouse gas emissions in 2023.,0.953
Shell,Flaring upstream hydrocarbons flared A Million tonnes 6 3 0,0.948
Shell,"In 2023,0.7 milliontonnes of hydrocarbons were flared in our Integrated Gas and Upstream business, down from 0.8 milliontonnes in 2022.",0.95
Shell,Routine hydrocarbon flaring remained relatively flat compared with 2022 at 0.1 milliontonnes.,0.955
Shell,Around 50% of total routine and non-routine flaring in our Integrated Gas and Upstream facilities in 2023 occurred in assets operated by Shell Petroleum Development Company of Nigeria Limited (SPDC) and Shell Nigeria Exploration and Production Company Limited (SNEPCo).,0.929
Shell,"In 2023, around 10% of our greenhouse gas emissions from flaring occurred at facilities where there was no infrastructure to capture the gas, which is similar to the percentage in 2022.",0.932
Shell,Overall flaring decreased to 2.8 milliontonnes of carbon dioxide equivalent (CO 2 e) in 2023 from 3.0 milliontonnes of CO 2 e in 2022 due to a reduction in flaring from some assets including the Shell Nigeria Exploration and Production Company (SNEPCo) in 2023.,0.951
Shell,31 Shell Sustainability Report 2023 Sustainability at Achieving net-,0.902
Shell,"Our performance In 2023, which was a turbulent year for the voluntary carbon market, we continued to build a portfolio of high-quality nature-based and non- nature-based projects with long-term commitments.",0.943
Shell,We deployed 86 million 52 million for nature-based projects and 34 million for technology-based projects that generate carbon credits.,0.957
Shell,"For 2023, we retired around 21.8 millioncarbon credits, of which 20 millioncredits are included in our net carbon intensity and 1.8 millioncredits are associated mainly with the sale of non-energy products and Shell s business travel (one carbon credit represents the avoidance or removal of 1 tonne of CO 2).",0.945
Shell,"In 2023, in the USA, we launched Greenline Climate with the Spatial Informatics Group to provide development services for projects generating forest carbon credits.",0.937
Shell,We also invested in carbon sequestration developer Kateri to help livestock farmers protect and restore grasslands and earn carbon credit revenues through sustainable land and grazing management.,0.953
Shell,"In 2023, Shell s spending on CCS opportunities (operating expenses and cash capital expenditure) amounted to around 340 million, an increase of 55% from 220 million in 2022.",0.948
Shell,"By the end of 2023, the Shell-operated Quest CCS project at the Scotford upgrader in Canada (Shell interest 10%) had captured and safely stored more than 8.8 milliontonnes of CO 2 since it began operating in 2015.",0.934
Shell,"In Australia, the Gorgon CCS project (Shell interest 25%, operated by Chevron), reported it had stored more than 9 milliontonnes of CO 2 equivalent as of December 2023.",0.934
Shell,"In addition to these significant emission reductions, Chevron has confirmed it had acquired and surrendered carbon credits to address historical injection shortfalls.",0.929
Shell,"In May 2023, our Northern Lights CO 2 transport and storage joint venture (Shell interest 33.3%) in Norway signed agreements with Yara, the crop nutrition company, and Ørsted, the renewable energy company, to transport and store 830,000 tonnes and 430,000 tonnes of CO 2 a year respectively.",0.932
Shell,"Sustainability in Our performance Shell Our values zero emissions Respecting nature Powering lives oil and gas data In the UK, the Acorn CO 2 transport and storage project (Shell interest 30%), for which we are the technology developer, advanced to the next stage of government approval.",0.948
Shell,"Also in the UK, Shell and Esso Exploration and Production UK were jointly awarded three carbon storage appraisal licences in the UK s first-ever carbon storage licensing round.",0.938
Shell,"Shell also won an order in 2023 for its CANSOLV carbon capture technology for the world s largest post-combustion carbon capture, utilisation and storage plant.",0.951
Shell,"In 2023, we sold 279 terawatt-hours of electricity.",0.955
Shell,"In the Netherlands, in 2023, the Hollandse Kust Noord offshore wind farm (Shell interest 79.9%), which has a generating capacity of 759 megawatts, became operational.",0.943
Shell,"We also opened two onshore renewable energy parks in the Netherlands Pottendijk, a hybrid solar and wind farm, and Koegorspolder.",0.948
Shell,"In March 2023, we entered into a partnership to deliver a utility-scale battery energy storage system in Australia.",0.947
Shell,"In November, we divested our retail businesses in the UK and Germany to Octopus Energy and are closing the business in the Netherlands.",0.942
Shell,"During the year, we signed renewable energy PPAs with Microsoft and Baker Hughes and with Google in early 2024.",0.947
Shell,"We also acquired EGO, one of Italy s largest operators of virtual power plants.",0.948
Shell,"Ecowende (Shell interest 60%), our joint venture with Eneco, plans to create a new ecological benchmark for the development of its 750 megawatt offshore wind farm at Hollandse Kust West in the Netherlands.",0.905
Shell,"Nearby, our Hollandse Kust Noord offshore wind farm (Shell interest 79.9%) became operational in 2023.",0.947
Shell,Yes Hollandse Kust Noord B Offshore Netherlands 79.9% 759 JV-operated Tetra Spar Floating wind Norway 46.2% 4 JV-operated Wind projects under construction and or capacity committed for sale Brazos A Onshore USA 40% 182 Yes 2024 Hollandse Kust West Offshore Netherlands 60% 760 JV-operated 2026 Sprng Energy Onshore India 100% 218,0.904
Shell,"Yes n a A Brazos Repower represents the complete replacement of the Brazos turbines, increasing capacity from 160 MW to 182 MW.",0.942
Shell,B Construction completed in December 2023 with formal commercial operations beginning in 2024.,0.946
Shell,"We are expanding our solar photovoltaic power generation capability by investing in the development and operation of solar projects to support the decarbonisation of our customers, Shell and society.",0.915
Shell,"In 2023, we increased our solar power activities significantly through the acquisition of 12 solar projects in Spain from renewables developer Isemaren.",0.952
Shell,We also started production at two solar parks in the Netherlands Pottendijk and Koegorspolder.,0.937
Shell,Pottendijk is our first wind-solar hybrid plant.,0.905
Shell,"In Italy, we are building the Zamboni solar park, which will have a peak capacity of around 20 megawatts and is expected to be operational in 2024.",0.918
